Time (ms),Current (pA)
47.8,0.0
47.9,0.0
48.0,0.0
48.1,0.0
48.2,0.0
48.3,0.0
48.4,0.0
48.5,0.0
48.6,0.0
48.7,0.0
48.8,0.0
48.9,0.0
49.0,0.0
49.1,0.0
49.2,0.0
49.3,0.0
49.4,0.0
49.5,0.0
49.6,0.0
49.7,0.0
49.8,0.0
49.9,0.0
50.0,0.0
50.1,0.0
50.2,0.0
50.3,0.0
50.4,0.0
50.5,0.0
50.6,0.0
50.7,0.0
50.8,0.0
50.9,0.0
51.0,0.0
51.1,0.0
51.2,0.0
51.3,0.0
51.4,0.0
51.5,0.0
51.6,0.0
51.7,0.0
51.8,0.0
51.9,0.0
52.0,0.0
52.1,0.0
52.2,0.0
52.3,0.0
52.4,0.0
52.5,0.0
52.6,0.0
52.7,0.0
52.8,0.0
52.9,0.0
53.0,0.0
53.1,0.0
53.2,0.0
53.3,0.0
53.4,0.0
53.5,0.0
53.6,0.0
53.7,0.0
53.8,0.0
53.9,0.0
54.0,0.0
54.1,0.0
54.2,0.0
54.3,0.0
54.4,0.0
54.5,0.0
54.6,0.0
54.7,0.0
54.8,0.0
54.9,0.0
55.0,0.0
55.1,0.0
55.2,0.0
55.3,0.0
55.4,0.0
55.5,0.0
55.6,0.0
55.7,0.0
55.8,0.0
55.9,0.0
56.0,0.0
56.1,0.0
56.2,0.0
56.3,0.0
56.4,0.0
56.5,0.0
56.6,0.0
56.7,0.0
56.8,0.0
56.9,0.0
57.0,0.0
57.1,0.0
57.2,0.0
57.3,0.0
57.4,0.0
57.5,0.0
57.6,0.0
57.7,0.0
57.8,0.0
57.9,0.0
58.0,0.0
58.1,0.0
58.2,0.0
58.3,0.0
58.4,0.0
58.5,0.0
58.6,0.0
58.7,0.0
58.8,0.0
58.9,0.0
59.0,0.0
59.1,0.0
59.2,0.0
59.3,0.0
59.4,0.0
59.5,0.0
59.6,0.0
59.7,0.0
59.8,0.0
59.9,0.0
60.0,0.0
60.1,0.0
60.2,0.0
60.3,0.0
60.4,0.0
60.5,0.0
60.6,0.0
60.7,0.0
60.8,0.0
60.9,0.0
61.0,0.0
61.1,0.0
61.2,0.0
61.3,0.0
61.4,0.0
61.5,0.0
61.6,0.0
61.7,0.0
61.8,0.0
61.9,0.0
62.0,0.0
62.1,0.0
62.2,0.0
62.3,0.0
62.4,0.0
62.5,0.0
62.6,0.0
62.7,0.0
62.8,0.0
62.9,0.0
63.0,0.0
63.1,0.0
63.2,0.0
63.3,0.0
63.4,0.0
63.5,0.0
63.6,0.0
63.7,0.0
63.8,0.0
63.9,0.0
64.0,0.0
64.1,0.0
64.2,0.0
64.3,0.0
64.4,0.0
64.5,0.0
64.6,0.0
64.7,0.0
64.8,0.0
64.9,0.0
65.0,0.0
65.1,0.0
65.2,0.0
65.3,0.0
65.4,0.0
65.5,0.0
65.6,0.0
65.7,0.0
65.8,0.0
65.9,0.0
66.0,0.0
66.1,0.0
66.2,0.0
66.3,0.0
66.4,0.0
66.5,0.0
66.6,0.0
66.7,0.0
66.8,0.0
66.9,0.0
67.0,0.0
67.1,0.0
67.2,0.0
67.3,0.0
67.4,0.0
67.5,0.0
67.6,0.0
67.7,0.0
67.8,0.0
67.9,0.0
68.0,0.0
68.1,0.0
68.2,0.0
68.3,0.0
68.4,0.0
68.5,0.0
68.6,0.0
68.7,0.0
68.8,0.0
68.9,0.0
69.0,0.0
69.1,0.0
69.2,0.0
69.3,0.0
69.4,0.0
69.5,0.0
69.6,0.0
69.7,0.0
69.8,0.0
69.9,0.0
70.0,0.0
70.1,0.0
70.2,0.0
70.3,0.0
70.4,0.0
70.5,0.0
70.6,0.0
70.7,0.0
70.8,0.0
70.9,0.0
71.0,0.0
71.1,0.0
71.2,0.0
71.3,0.0
71.4,0.0
71.5,0.0
71.6,0.0
71.7,0.0
71.8,0.0
71.9,0.0
72.0,0.0
72.1,0.0
72.2,0.0
72.3,0.0
72.4,0.0
72.5,0.0
72.6,0.0
72.7,0.0
72.8,0.0
72.9,0.0
73.0,0.0
73.1,0.0
73.2,0.0
73.3,0.0
73.4,0.0
73.5,0.0
73.6,0.0
73.7,0.0
73.8,0.0
73.9,0.0
74.0,0.0
74.1,0.0
74.2,0.0
74.3,0.0
74.4,0.0
74.5,0.0
74.6,0.0
74.7,0.0
74.8,0.0
74.9,0.0
75.0,0.0
75.1,0.0
75.2,0.0
75.3,0.0
75.4,0.0
75.5,0.0
75.6,0.0
75.7,0.0
75.8,0.0
75.9,0.0
76.0,0.0
76.1,0.0
76.2,0.0
76.3,0.0
76.4,0.0
76.5,0.0
76.6,0.0
76.7,0.0
76.8,0.0
76.9,0.0
77.0,0.0
77.1,0.0
77.2,0.0
77.3,0.0
77.4,0.0
77.5,0.0
77.6,0.0
77.7,0.0
77.8,0.0
77.9,0.0
78.0,0.0
78.1,0.0
78.2,0.0
78.3,0.0
78.4,0.0
78.5,0.0
78.6,0.0
78.7,0.0
78.8,0.0
78.9,0.0
79.0,0.0
79.1,0.0
79.2,0.0
79.3,0.0
79.4,0.0
79.5,0.0
79.6,0.0
79.7,0.0
79.8,0.0
79.9,0.0
80.0,0.0
80.1,0.0
80.2,0.0
80.3,0.0
80.4,0.0
80.5,0.0
80.6,0.0
80.7,0.0
80.8,0.0
80.9,0.0
81.0,0.0
81.1,0.0
81.2,0.0
81.3,0.0
81.4,0.0
81.5,0.0
81.6,0.0
81.7,0.0
81.8,0.0
81.9,0.0
82.0,0.0
82.1,0.0
82.2,0.0
82.3,0.0
82.4,0.0
82.5,0.0
82.6,0.0
82.7,0.0
82.8,0.0
82.9,0.0
83.0,0.0
83.1,0.0
83.2,0.0
83.3,0.0
83.4,0.0
83.5,0.0
83.6,0.0
83.7,0.0
83.8,0.0
83.9,0.0
84.0,0.0
84.1,0.0
84.2,0.0
84.3,0.0
84.4,0.0
84.5,0.0
84.6,0.0
84.7,0.0
84.8,0.0
84.9,0.0
85.0,0.0
85.1,0.0
85.2,0.0
85.3,0.0
85.4,0.0
85.5,0.0
85.6,0.0
85.7,0.0
85.8,0.0
85.9,0.0
86.0,0.0
86.1,0.0
86.2,0.0
86.3,0.0
86.4,0.0
86.5,0.0
86.6,0.0
86.7,0.0
86.8,0.0
86.9,0.0
87.0,0.0
87.1,0.0
87.2,0.0
87.3,0.0
87.4,0.0
87.5,0.0
87.6,0.6277050865939869
87.7,1.2037271136751986
87.8,1.7313204611608821
87.9,2.213553975611667
88.0,2.653321056486748
88.1,3.053349207813701
88.2,3.4162090832034644
88.3,3.744323050693824
88.4,4.039973302532241
88.5,4.305309533707106
88.6,4.542356211801831
88.7,4.7530194595753175
88.8,4.939093570561789
88.9,5.102267176929673
89.0,5.244129087840496
89.1,5.366173815601259
89.2,5.469806806005534
89.3,5.556349388406316
89.4,5.627043460255898
89.5,5.683055920081455
89.6,5.725482862138692
89.7,5.755353545296471
89.8,5.77363414805204
89.9,5.78123132095672
90.0,5.778995547144144
90.1,5.767724321096044
90.2,5.7481651552519635
90.3,5.721018423568339
90.4,5.686940050657109
90.5,5.646544054683558
90.6,5.600404951775818
90.7,5.549060029293387
90.8,5.493011494917929
90.9,5.432728508165425
91.0,5.368649100573414
91.1,5.301181990489713
91.2,5.2307082980785164
91.3,5.1575831658655416
91.4,5.082137289864765
91.5,5.004678366064843
91.6,4.925492456802425
91.7,4.844845281311836
91.8,4.762983434515163
91.9,4.680135537903093
92.0,4.596513326154286
92.1,4.512312672948943
92.2,4.4277145592503055
92.3,4.342885987155115
92.4,4.25798084225059
92.5,4.1731407072603295
92.6,4.088495629614639
92.7,4.0041648454414425
92.8,3.920257462341855
92.9,3.8368731031894088
93.0,3.754102513073258
93.1,3.672028131393259
93.2,3.5907246310083147
93.3,3.510259426238354
93.4,3.4306931514246375
93.5,3.352080111662393
93.6,3.274468707233845
93.7,3.1979018331882565
93.8,3.12241725543845
93.9,3.0480479646701255
94.0,2.974822509291047
94.1,2.9027653085814564
94.2,2.8318969471449646
94.3,2.7622344517001496
94.4,2.693791551197319
94.5,2.6265789211919714
94.6,2.560604413356403
94.7,2.495873270963414
94.8,2.4323883311311287
94.9,2.370150214575331
95.0,2.3091575035753853
95.1,2.249406908821591
95.2,2.1908934257756325
95.3,2.133610481141504
95.4,2.0775500700118315
95.5,2.0227028842237633
95.6,1.9690584324295055
95.7,1.9166051523589795
95.8,1.865330515726019
95.9,1.8152211262047708
96.0,1.7662628108795833
96.1,1.7184407055495141
96.2,1.6717393342476035
96.3,1.626142683315219
96.4,1.5816342703529722
96.5,1.538197208351932
96.6,1.495814265292012
96.7,1.4544679194784773
96.8,1.4141404108724427
96.9,1.374813788656948
97.0,1.3364699552667165
97.1,1.2990907070968947
97.2,1.262657772094013
97.3,1.2271528444209512
97.4,1.1925576163768725
97.5,1.1588538077428736
97.6,1.1260231927143967
97.7,1.0940476245723052
97.8,1.0629090582358671
97.9,1.0325895708326924
98.0,1.0030713804129492
98.1,0.9743368629278298
98.2,0.94636856758536
98.3,0.9191492306900609
98.4,0.8926617880668233
98.5,0.8668893861634858
98.6,0.8418153919211016
98.7,0.8174234014956484
98.8,0.793697247910013
98.9,0.7706210077104125
99.0,0.7481790066970323
99.1,0.7263558247944764
99.2,0.7051363001237312
99.3,0.6845055323336072
99.4,0.664448885246147
99.5,0.6449519888671651
99.6,0.6260007408099768
99.7,0.6075813071774283
99.8,0.5896801229445506
99.9,0.5722838918815585
100.0,0.5553795860544197
100.1,0.5389544449379077
100.2,0.522995974173833
100.3,0.5074919440050889
100.4,0.492430387414177
100.5,0.4777995979930501
100.6,0.46358812756935414
100.7,0.44978478361252977
100.8,0.43637862644168224
100.9,0.4233589662556758
101.0,0.4107153600045464
101.1,0.3984376081200296
101.2,0.3865157511217957
101.3,0.3749400661148387
101.4,0.36370106319239176
101.5,0.35278948175773556
101.6,0.34219628677731123
101.7,0.3319126649766612
101.8,0.32193002098988
101.9,0.3122399734724677
102.0,0.30283435118674196
102.1,0.29370518906826404
102.2,0.28484472428108754
102.3,0.2762453922690193
102.4,0.2678998228095149
102.5,0.2598008360762864
102.6,0.251941438716198
102.7,0.24431481994555374
102.8,0.23691434767043382
102.9,0.22973356463532726
103.0,0.2227661846039158
103.1,0.21600608857550488
103.2,0.20944732104025662
103.3,0.20308408627606278
103.4,0.19691074468960196
103.5,0.19092180920384777
103.6,0.1851119416940385
103.7,0.1794759494738782
103.8,0.17400878183351773
103.9,0.16870552663065475
104.0,0.163561406935901
104.1,0.1585717777333832
104.2,0.15373212267738137
104.3,0.14903805090564987
104.4,0.14448529390992856
104.5,0.14006970246401482
104.6,0.13578724360964914
104.7,0.1316339977003521
104.8,0.12760615550324808
104.9,0.12370001535881515
105.0,0.1199119803984136
105.1,0.11623855581936499
105.2,0.11267634621728054
105.3,0.10922205297527027
105.4,0.10587247170960376
105.5,0.10262448977133803
105.6,0.09947508380337734
105.7,0.09642131735238564
105.8,0.09346033853493033
105.9,0.0905893777572008
106.0,0.08780574548761197
106.1,0.08510683008157559
106.2,0.0824900956576949
106.3,0.0799530800246183
106.4,0.0774933926577674
106.5,0.07510871272513914
106.6,0.07279678716136757
106.7,0.07055542878922055
106.8,0.06838251448769658
106.9,0.06627598340588045
107.0,0.06423383522171199
107.1,0.06225412844481746
107.2,0.06033497876255334
107.3,0.05847455742840986
107.4,0.05667108969192522
107.5,0.05492285326926193
107.6,0.05322817685360131
107.7,0.051585438664516724
107.8,0.049993065035491564
107.9,0.048449529038754664
108.0,0.04695334914661285
108.1,0.04550308792846887
108.2,0.044097350782721007
108.3,0.04273478470275038
108.4,0.041414077076211364
108.5,0.04013395451685117
108.6,0.03889318172809482
108.7,0.03769056039764297
108.8,0.03652492812234167
108.9,0.035395157362593896
109.0,0.03430015442559536
109.1,0.033238858476688574
109.2,0.03221024057814156
109.3,0.031213302754669443
109.4,0.03024707708503055
109.5,0.02931062481903951
109.6,0.028403035519354004
109.7,0.02752342622740297
109.8,0.026670940652837535
109.9,0.0258447483858977
110.0,0.025044044132100773
110.1,0.02426804696866966
110.2,0.023515999622131422
110.3,0.02278716776652889
110.4,0.022080839341700128
110.5,0.021396323891092594
110.6,0.02073295191859068
110.7,0.02009007426384725
110.8,0.01946706149562125
110.9,0.018863303322634927
111.0,0.01827820802147581
111.1,0.017711201881079372
111.2,0.017161728663339627
111.3,0.01662924907940567
111.4,0.016113240281232687
111.5,0.015613195367966787
111.6,0.015128622906752941
111.7,0.014659046467565827
111.8,0.014204004171673053
111.9,0.013763048253350242
112.0,0.013335744634476825
112.1,0.012921672511651073
112.2,0.012520423955471899
112.3,0.012131603521644135
112.4,0.01175482787357282
112.5,0.01138972541612072
112.6,0.011035935940211832
112.7,0.010693110277971846
112.8,0.010360909968104851
112.9,0.01003900693121335
113.0,0.009727083154776576
113.1,0.009424830387509643
113.2,0.009131949842833545
113.3,0.008848151911193224
113.4,0.008573155880968164
113.5,0.008306689667726722
113.6,0.008048489551582352
113.7,0.007798299922416346
113.8,0.007555873032738361
113.9,0.007320968757962004
114.0,0.0070933543638792475
114.1,0.006872804281123104
114.2,0.006659099886414104
114.3,0.006452029290391647
114.4,0.006251387131836903
114.5,0.00605697437809942
114.6,0.005868598131544745
114.7,0.005686071441845632
114.8,0.005509213123944356
114.9,0.0053378475815185275
115.0,0.005171804635787602
115.1,0.005010919359501869
115.2,0.004855031915960239
115.3,0.004703987402907509
115.4,0.00455763570116609
115.5,0.004415831327861322
115.6,0.00427843329410357
115.7,0.004145304966994194
115.8,0.004016313935826349
115.9,0.003891331882355341
116.0,0.003770234455016775
116.1,0.0036529011469744062
116.2,0.0035392151778829207
116.3,0.0034290633792542777
116.4,0.003322336083319475
116.5,0.0032189270152807375
116.6,0.003118733188852232
116.7,0.0030216548049903738
116.8,0.0029275951537176856
116.9,0.0028364605189470176
117.0,0.0027481600862156465
117.1,0.002662605853241458
117.2,0.002579712543215996
117.3,0.0024993975207516787
117.4,0.0024215807104029296
117.5,0.0023461845176833344
117.6,0.0022731337525032707
117.7,0.002202355554954663
117.8,0.002133779323371718
117.9,0.002067336644598598
118.0,0.0020029612263970614
118.1,0.0019405888319290702
118.2,0.0010372213088182915
118.3,0.35710422627224403
118.4,0.6841889952726647
118.5,0.984095779399371
118.6,1.2585271266476057
118.7,1.5090893489040873
118.8,1.7372977024214715
118.9,1.9445812965825642
119.0,2.1322877449969657
119.1,2.3016875722533574
119.2,2.4539783889677285
119.3,2.5902888471198975
119.4,2.7116823870556113
119.5,2.8191607869479576
119.6,2.9136675249579107
119.7,2.9960909638082707
119.8,3.067267366986459
119.9,3.1279837553183083
120.0,3.178980612205841
120.1,3.220954445395764
120.2,3.2545602127409907
120.3,3.2804136190336517
120.4,3.2990932906239046
120.5,3.311142834193225
120.6,3.3170727857229743
120.7,3.317362455387849
120.8,3.31246167380863
120.9,3.302792444818413
121.0,3.288750509630785
121.1,3.2707068270461424
121.2,3.249008974093055
121.3,3.2239824712745673
121.4,3.195932036373847
121.5,3.1651427705692696
121.6,3.1318812804150635
121.7,3.0963967390597116
121.8,3.0589218898997252
121.9,3.0196739957008356
122.0,2.9788557360615724
122.1,2.9366560559451083
122.2,2.893250967863949
122.3,2.848804310167826
122.4,2.8034684637580196
122.5,2.757385029430546
122.6,2.710685467936227
122.7,2.663491704737006
122.8,2.6159167013348696
122.9,2.5680649949520276
123.0,2.5200332082482904
123.1,2.4719105306736924
123.2,2.4237791729709928
123.3,2.3757147962636296
123.4,2.3277869170896617
123.5,2.2800592896710943
123.6,2.232590266640526
123.7,2.185433139383047
123.8,2.138636459090633
123.9,2.092244339568744
124.0,2.0462967427802377
124.1,2.0008297480599793
124.2,1.9558758058844201
124.3,1.9114639770339217
124.4,1.867620157941433
124.5,1.8243672929793229
124.6,1.7817255743964808
124.7,1.739712630580189
124.8,1.698343703281604
124.9,1.657631814409894
125.0,1.617587922967994
125.1,1.578221072672587
125.2,1.539538530772087
125.3,1.5015459185491136
125.4,1.4642473339680409
125.5,1.4276454669036929
125.6,1.391741707363979
125.7,1.3565362470972364
125.8,1.3220281749541414
125.9,1.2882155663542654
126.0,1.2550955671885733
126.1,1.2226644724713924
126.2,1.1909178000385081
126.3,1.159850359572111
126.4,1.1294563172181413
126.5,1.0997292560472829
126.6,1.0706622325972492
126.7,1.0422478297211477
126.8,1.0144782059545125
126.9,0.9873451416020428
127.0,0.960840081734152
127.1,0.9349541762730627
127.2,0.9096783173383648
127.3,0.8850031740126675
127.4,0.8609192246791577
127.5,0.8374167870745459
127.6,0.8144860461929891
127.7,0.7921170801690894
127.8,0.7702998842610002
127.9,0.7490243930479631
128.0,0.7282805009502541
128.1,0.7080580811735068
128.2,0.6883470031736997
128.3,0.6691371487337087
128.4,0.6504184267372243
128.5,0.6321807867210314
128.6,0.6144142312820593
128.7,0.5971088274113184
128.8,0.5802547168227361
128.9,0.5638421253410487
129.0,0.5478613714092496
129.1,0.5323028737726302
129.2,0.5171571583931833
129.3,0.5024148646450453
129.4,0.23881158684624706
129.5,0.41790738551214063
129.6,0.5824341302337919
129.7,0.7332823836662551
129.8,0.8712936530479307
129.9,0.9972629608995831
130.0,1.1119412846092636
130.1,1.2160378714844988
130.2,1.3102224355260843
130.3,1.395127241866908
130.4,1.4713490845237
130.5,1.5394511628286305
130.6,1.5999648616405948
130.7,1.6533914401821546
130.8,1.7002036341067286
130.9,1.7408471751712618
131.0,1.7757422326714807
131.1,1.805284780589602
131.2,1.8298478942073086
131.3,1.8497829797495335
131.4,1.8654209404465896
131.5,1.8770732822329874
131.6,1.8850331621404695
131.7,1.889576382289943
131.8,1.890962332241731
131.9,1.8894348823254867
132.0,1.8852232304399004
132.1,1.8785427046876255
132.2,1.8695955240923052
132.3,1.8585715195319816
132.4,1.8456488169160945
132.5,1.830994484531556
132.6,1.8147651463867451
132.7,1.79710756329035
132.8,1.7781591833147434
132.9,1.758048663210584
133.0,1.7368963622605258
133.1,1.714814809985017
133.2,1.6919091490419915
133.3,1.6682775545946467
133.4,1.6440116313572155
133.5,1.6191967894676247
133.6,1.5939126002778983
133.7,1.5682331330980688
133.8,1.5422272738769918
133.9,1.5159590267537084
134.0,1.4894877993657583
134.1,1.4628686727559181
134.2,1.4361526566762202
134.3,1.409386931047556
134.4,1.3826150742947079
134.5,1.3558772792400482
134.6,1.3292105572044646
134.7,1.3026489309310247
134.8,1.2762236169155936
134.9,1.2499631976988377
135.0,1.223893784645775
135.1,1.1980391717121808
135.2,1.1724209806716632
135.3,1.1470587982529896
135.4,1.1219703056142478
135.5,1.0971714005585866
135.6,1.0726763128755195
135.7,1.0484977131720907
135.8,1.024646815539486
135.9,1.0011334743829097
136.0,0.9779662757256825
136.1,0.9551526232824942
136.2,0.9326988195815467
136.3,0.9106101424008775
136.4,0.8888909167704506
136.5,0.8675445827785869
136.6,0.8465737594089487
136.7,0.8259803046225728
136.8,0.8057653718883053
136.9,0.7859294633544236
137.0,0.7664724798442079
137.1,0.7473937678486917
137.2,0.7286921636807902
137.3,0.7103660349464301
137.4,0.6924133194801577
137.5,0.6748315618849824
137.6,0.6576179478088787
137.7,0.6407693360834161
137.8,0.6242822888433831
137.9,0.6081530997400076
138.0,0.592377820354438
138.1,0.5769522849125021
138.2,0.5618721333964242
138.3,0.5471328331440958
138.4,0.5327296990216869
138.5,0.5186579122508187
138.6,0.5049125379671863
138.7,0.49148854158341415
138.8,0.4783808040250289
138.9,0.46558413590474207
139.0,0.4530932906967312
139.1,0.44090297696928454
139.2,0.4290078697310253
139.3,0.41740262094294656
139.4,0.40608186924565387
139.5,0.39504024894852974
139.6,0.3842723983249897
139.7,0.3737729672555897
139.8,0.3635366242584552
139.9,0.3535580629443381
140.0,0.34383200793155627
140.1,0.3343532202541223
140.2,0.3251165022945263
140.3,0.3161167022708907
140.4,0.30734871830656335
140.5,0.29880750210864293
140.6,0.290488062280452
140.7,0.2823854672915631
140.8,0.2744948481276547
140.9,0.26681140064121034
141.0,0.25933038762288585
141.1,0.25204714061223116
141.2,0.2449570614653938
141.3,0.2380556236964092
141.4,0.23133837360773105
141.5,0.2248009312247456
141.6,0.21843899104815542
141.7,0.21224832263730728
141.8,0.20622477103677145
